valve_serial_number,valve_size_in,valve_size_dn,valve_rating,valve_manufacturer,valve_item_code,valve_type,valve_seat_type,valve_end_connection,valve_operator,valve_bore_type,valve_seat_material,valve_body_material,valve_obturator_material,valve_stem_material
16117045002,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117045001,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117099001,"10""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117097002,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117097008,"8""",100,600,PERAR,A06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,XM19,LF2,XM19,XM19
16117098002,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117043001,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117047001,"16""",100,600,PERAR,B06AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,FB,XM19,LF2,XM19,XM19
16117098003,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16119115001,"1""",100,600,PERAR,B06AC02,BALL - FLOATING,METAL,RF,LEVER,FB,F316,LF2,F316,XM19
16118524007,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524005,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524004,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524006,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524003,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524001,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118524002,"2""",100,1500,PERAR,A15AC06,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16118148013,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148031,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148029,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148032,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148005,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148014,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148008,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148019,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148015,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148006,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148030,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336007,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336025,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148022,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148010,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336009,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336017,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148017,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148033,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148026,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118148018,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336001,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336033,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336008,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336002,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336011,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336006,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336021,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336024,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336005,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336010,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336018,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16118336003,"2""",100,1500,PERAR,A15AS28,BALL - TRUNNION,METAL,RF,GEARBOX - MANUAL,RB,XM19,F316,XM19,XM19
16117043002,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117098001,"8""",100,900,PERAR,A09AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,625,LF2,625,718
16117042001,"8""",100,300,PERAR,A03AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,F316,LF2,F316,XM19
16117042002,"8""",100,300,PERAR,A03AC07,BALL - TRUNNION,SOFT,RF,GEARBOX - MANUAL,RB,F316,LF2,F316,XM19
